Dataset,Actviity,SMILES,True_Value,Prediction,Probability,Best_Threshold,Features,Scaled_Probability
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),OCCOCC[NH+]1CC[NH+](C(c2ccccc2)c2ccc(Cl)cc2)CC1,1.0,1,0.6289252025710952,0.5,Ensemble (all models),0.6289252025710952
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),OCCOCC[NH+]1CC[NH+](C(c2ccccc2)c2ccc(Cl)cc2)CC1,1.0,1,0.6410814767028344,0.5,Ensemble (selected models),0.6410814767028344
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCC[NH2+]1,1.0,1,0.6073345109806056,0.5416016694861063,Structural,0.5716983866638526
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCC[NH2+]1,1.0,1,0.680421014939307,0.5346172434721845,Mordred,0.6566493057832149
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCC[NH2+]1,1.0,1,0.6599018544096543,0.4047789187234859,Cell Painting,0.7143093916793324
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCC[NH2+]1,1.0,1,0.5969531915737636,0.5531705220883274,LINCSL1000,0.5489925929798336
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCC[NH2+]1,1.0,1,0.57243453873237,0.5440327794321899,GeneOntology,0.531144518749409
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCC[NH2+]1,1.0,1,0.7170659071338025,0.5475010523391409,CellScape,0.6873649161740678
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCC[NH2+]1,1.0,0,0.4554863030995533,0.48498710804069,MOA,0.4695859905840408
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCC[NH2+]1,1.0,1,0.8537957541180299,0.7662218798871372,CellScape with Cmax unbound,0.6873012628141033
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCC[NH2+]1,1.0,1,0.7204279852213346,0.7031858965728724,CellScape with Cmax total,0.5290452651160751
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCC[NH2+]1,1.0,1,0.5127681145505694,0.4936268288553795,MOA with Cmax unbound,0.5189003750454653
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCC[NH2+]1,1.0,1,0.508577629676225,0.4906425098626886,MOA with Cmax total,0.5176056307807524
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCC[NH2+]1,1.0,1,0.5719915825170007,0.5,Ensemble (selected models),0.5719915825170007
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1.0,1,0.586812945241648,0.5416016694861063,Structural,0.5493143983583633
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1.0,1,0.6455401058051838,0.5346172434721845,Mordred,0.619173799176173
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1.0,1,0.5773093322693209,0.4047789187234859,Cell Painting,0.6449296899698389
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1.0,1,0.5931448102441463,0.5531705220883274,LINCSL1000,0.5447310329016843
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1.0,1,0.5914708931808262,0.5440327794321899,GeneOntology,0.5520192149882641
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1.0,1,0.6440040865397773,0.5475010523391409,CellScape,0.6066334349499569
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1.0,0,0.3624374974476497,0.48498710804069,MOA,0.37365683689188034
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1.0,0,0.7077385664442,0.7662218798871372,CellScape with Cmax unbound,0.4618365678545021
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1.0,0,0.619365952659695,0.7031858965728724,CellScape with Cmax total,0.44039986842619283
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1.0,0,0.4535909272315029,0.4936268288553795,MOA with Cmax unbound,0.4594471984872543
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1.0,0,0.4525009780292326,0.4906425098626886,MOA with Cmax total,0.46113103627717633
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1.0,1,0.5300954504066687,0.5,Ensemble (all models),0.5300954504066687
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1.0,1,0.5083848956799571,0.5,Ensemble (selected models),0.5083848956799571
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=c1n(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,1.0,1,0.7859589589434516,0.5416016694861063,Structural,0.7665337908009014
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=c1n(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,1.0,1,0.716374522844469,0.5346172434721845,Mordred,0.6952771958380681
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=c1n(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,1.0,1,0.6156935291101988,0.4047789187234859,Cell Painting,0.6771733369510236
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=c1n(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,1.0,1,0.6306555841630672,0.5531705220883274,LINCSL1000,0.5867054054232035
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=c1n(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,1.0,1,0.6232618794680511,0.5440327794321899,GeneOntology,0.5868802585602516
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=c1n(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,1.0,1,0.747050858293958,0.5475010523391409,CellScape,0.7204975359460688
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=c1n(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,1.0,1,0.7369664375512722,0.48498710804069,MOA,0.7446340018324149
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=c1n(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,1.0,1,0.8722154085021733,0.7662218798871372,CellScape with Cmax unbound,0.72669685376002
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=c1n(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,1.0,0,0.6788941583041117,0.7031858965728724,CellScape with Cmax total,0.4827273709646683
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=c1n(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,1.0,1,0.6697011277459093,0.4936268288553795,MOA with Cmax unbound,0.6738582422253201
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=c1n(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,1.0,1,0.6373481602152942,0.4906425098626886,MOA with Cmax total,0.6440104967466533
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=c1n(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,1.0,1,0.7136763231283133,0.5,Ensemble (all models),0.7136763231283133
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=c1n(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,1.0,1,0.6756133986881291,0.5,Ensemble (selected models),0.6756133986881291
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=c1[n-]c2ccccc2n1C1CC[NH+](CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1.0,1,0.7233451471597804,0.5,Ensemble (all models),0.7233451471597804
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1,1.0,0,0.5129688502287996,0.5416016694861063,Structural,0.4735665334225477
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1,1.0,0,0.4952517941806522,0.5346172434721845,Mordred,0.46318352075976343
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1,1.0,1,0.4918610610349158,0.4047789187234859,Cell Painting,0.5731510904525365
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1,1.0,1,0.6019097351057444,0.5531705220883274,LINCSL1000,0.5545389409458921
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1,1.0,1,0.592912516887959,0.5440327794321899,GeneOntology,0.5536000563756533
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1,1.0,0,0.4758705396841357,0.5475010523391409,CellScape,0.4345841324423292
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1,1.0,1,0.572682614475623,0.48498710804069,MOA,0.5851391371013113
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1,1.0,0,0.4977583666625773,0.7662218798871372,CellScape with Cmax unbound,0.3248134644340201
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1,1.0,0,0.459565669611824,0.7031858965728724,CellScape with Cmax total,0.3267739525576494
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1,1.0,1,0.5126471454611792,0.4936268288553795,MOA with Cmax unbound,0.5187809284630992
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1,1.0,0,0.4586985831719029,0.4906425098626886,MOA with Cmax total,0.4674468415917268
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1,1.0,0,0.4584490196458879,0.5,Ensemble (selected models),0.4584490196458879
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C1CCC2(O)C3Cc4ccc([O-])c5c4C2(CC[NH+]3CC2CC2)C1O5,1.0,1,0.668962659524957,0.5,Ensemble (all models),0.668962659524957
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc([O-])cc2)[NH+]1c1ccc(F)cc1,0.0,0,0.5259551943645019,0.5416016694861063,Structural,0.4855553666069286
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc([O-])cc2)[NH+]1c1ccc(F)cc1,0.0,0,0.5094496767110861,0.5346172434721845,Mordred,0.476462069762619
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc([O-])cc2)[NH+]1c1ccc(F)cc1,0.0,1,0.4606539716575838,0.4047789187234859,Cell Painting,0.5469363860687427
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc([O-])cc2)[NH+]1c1ccc(F)cc1,0.0,1,0.5732169357520994,0.5531705220883274,LINCSL1000,0.5224318388274898
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc([O-])cc2)[NH+]1c1ccc(F)cc1,0.0,0,0.5141480422701877,0.5440327794321899,GeneOntology,0.47253406569251855
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc([O-])cc2)[NH+]1c1ccc(F)cc1,0.0,1,0.575307768088301,0.5475010523391409,CellScape,0.5307257242175961
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc([O-])cc2)[NH+]1c1ccc(F)cc1,0.0,0,0.455821873569352,0.48498710804069,MOA,0.46993194871801514
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc([O-])cc2)[NH+]1c1ccc(F)cc1,0.0,0,0.6154307107405789,0.7662218798871372,CellScape with Cmax unbound,0.401600846240015
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc([O-])cc2)[NH+]1c1ccc(F)cc1,0.0,0,0.6177685841081066,0.7031858965728724,CellScape with Cmax total,0.4392640602712132
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc([O-])cc2)[NH+]1c1ccc(F)cc1,0.0,1,0.5118041867940152,0.4936268288553795,MOA with Cmax unbound,0.5179485792044897
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc([O-])cc2)[NH+]1c1ccc(F)cc1,0.0,1,0.5141921636013699,0.4906425098626886,MOA with Cmax total,0.5231170191807064
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc([O-])cc2)[NH+]1c1ccc(F)cc1,0.0,1,0.5042396292455368,0.5,Ensemble (all models),0.5042396292455368
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc([O-])cc2)[NH+]1c1ccc(F)cc1,0.0,0,0.4875093647928464,0.5,Ensemble (selected models),0.4875093647928464
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C(c1ccccc1)c1ccc2n1CCC2C(=O)[O-],1.0,1,0.5185266930242779,0.5,Ensemble (all models),0.5185266930242779
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C([O-])c1cn(C2CC2)c2cc(N3CC[NH2+]CC3)c(F)cc2c1=O,1.0,1,0.5824365049001146,0.5416016694861063,Structural,0.5445407767609338
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C([O-])c1cn(C2CC2)c2cc(N3CC[NH2+]CC3)c(F)cc2c1=O,1.0,1,0.7083804545113626,0.5346172434721845,Mordred,0.6866884930756909
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C([O-])c1cn(C2CC2)c2cc(N3CC[NH2+]CC3)c(F)cc2c1=O,1.0,1,0.5140616949528788,0.4047789187234859,Cell Painting,0.5918001559983599
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C([O-])c1cn(C2CC2)c2cc(N3CC[NH2+]CC3)c(F)cc2c1=O,1.0,1,0.5936678286724953,0.5531705220883274,LINCSL1000,0.5453162879645256
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C([O-])c1cn(C2CC2)c2cc(N3CC[NH2+]CC3)c(F)cc2c1=O,1.0,1,0.6059853153268945,0.5440327794321899,GeneOntology,0.5679352956749346
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C([O-])c1cn(C2CC2)c2cc(N3CC[NH2+]CC3)c(F)cc2c1=O,1.0,1,0.6919707585458691,0.5475010523391409,CellScape,0.6596354057324858
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C([O-])c1cn(C2CC2)c2cc(N3CC[NH2+]CC3)c(F)cc2c1=O,1.0,1,0.489181449128052,0.48498710804069,MOA,0.5040720738770296
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C([O-])c1cn(C2CC2)c2cc(N3CC[NH2+]CC3)c(F)cc2c1=O,1.0,1,0.7938583572343414,0.7662218798871372,CellScape with Cmax unbound,0.5591083488349164
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C([O-])c1cn(C2CC2)c2cc(N3CC[NH2+]CC3)c(F)cc2c1=O,1.0,0,0.6349606324357072,0.7031858965728724,CellScape with Cmax total,0.45148845812346655
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C([O-])c1cn(C2CC2)c2cc(N3CC[NH2+]CC3)c(F)cc2c1=O,1.0,0,0.4535909272315029,0.4936268288553795,MOA with Cmax unbound,0.4594471984872543
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C([O-])c1cn(C2CC2)c2cc(N3CC[NH2+]CC3)c(F)cc2c1=O,1.0,0,0.4582337100188501,0.4906425098626886,MOA with Cmax total,0.46697310241940876
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C([O-])c1cn(C2CC2)c2cc(N3CC[NH2+]CC3)c(F)cc2c1=O,1.0,1,0.5616262632807726,0.5,Ensemble (all models),0.5616262632807726
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C([O-])c1cn(C2CC2)c2cc(N3CC[NH2+]CC3)c(F)cc2c1=O,1.0,1,0.5522330516648358,0.5,Ensemble (selected models),0.5522330516648358
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,1.0,0,0.5014150635698216,0.5416016694861063,Structural,0.4629002196813615
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,1.0,0,0.5245559024468803,0.5346172434721845,Mordred,0.4905901454281958
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,1.0,1,0.6053716590125141,0.4047789187234859,Cell Painting,0.6685027182327246
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,1.0,1,0.6136864708575716,0.5531705220883274,LINCSL1000,0.5677170506432061
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,1.0,1,0.5512911710149009,0.5440327794321899,GeneOntology,0.5079593348548962
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,1.0,1,0.597553406553091,0.5475010523391409,CellScape,0.5553065973663474
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,1.0,1,0.5740119181190588,0.48498710804069,MOA,0.5864296908565567
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,1.0,0,0.6515403294951906,0.7662218798871372,CellScape with Cmax unbound,0.425164268078041
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,1.0,0,0.4973926407794709,0.7031858965728724,CellScape with Cmax total,0.35367080255990685
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,1.0,0,0.4600436641332209,0.4936268288553795,MOA with Cmax unbound,0.4659832460889219
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,1.0,1,0.5264067153894217,0.4906425098626886,MOA with Cmax total,0.5351071754310435
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,1.0,1,0.5413046914639339,0.5,Ensemble (all models),0.5413046914639339
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,1.0,0,0.4973341052205686,0.5,Ensemble (selected models),0.4973341052205686
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C(CCC[NH+]1CC=C(n2c(=O)[n-]c3ccccc32)CC1)c1ccc(F)cc1,1.0,1,0.7246504962896094,0.5416016694861063,Structural,0.6996613148637494
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C(CCC[NH+]1CC=C(n2c(=O)[n-]c3ccccc32)CC1)c1ccc(F)cc1,1.0,1,0.7211256107400466,0.5346172434721845,Mordred,0.7003816908251892
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C(CCC[NH+]1CC=C(n2c(=O)[n-]c3ccccc32)CC1)c1ccc(F)cc1,1.0,1,0.6588612787133115,0.4047789187234859,Cell Painting,0.713435283109361
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C(CCC[NH+]1CC=C(n2c(=O)[n-]c3ccccc32)CC1)c1ccc(F)cc1,1.0,1,0.6343593489999753,0.5531705220883274,LINCSL1000,0.59084990015777
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C(CCC[NH+]1CC=C(n2c(=O)[n-]c3ccccc32)CC1)c1ccc(F)cc1,1.0,1,0.5521486907911083,0.5440327794321899,GeneOntology,0.5088996653627993
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C(CCC[NH+]1CC=C(n2c(=O)[n-]c3ccccc32)CC1)c1ccc(F)cc1,1.0,1,0.7792222115711555,0.5475010523391409,CellScape,0.7560460752780424
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C(CCC[NH+]1CC=C(n2c(=O)[n-]c3ccccc32)CC1)c1ccc(F)cc1,1.0,1,0.8674703461568541,0.48498710804069,MOA,0.8713336540577156
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C(CCC[NH+]1CC=C(n2c(=O)[n-]c3ccccc32)CC1)c1ccc(F)cc1,1.0,1,0.7704598996368458,0.7031858965728724,CellScape with Cmax total,0.6133268303075938
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C(CCC[NH+]1CC=C(n2c(=O)[n-]c3ccccc32)CC1)c1ccc(F)cc1,1.0,1,0.625508095595515,0.4906425098626886,MOA with Cmax total,0.6323879478992933
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C(CCC[NH+]1CC=C(n2c(=O)[n-]c3ccccc32)CC1)c1ccc(F)cc1,1.0,1,0.7121895855385972,0.5,Ensemble (selected models),0.7121895855385972
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C(C1CCCCC1)[NH+]1CC(=O)[NH+]2CCc3ccccc3C2C1,1.0,1,0.6643921583466649,0.5416016694861063,Structural,0.6339342670848109
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C(C1CCCCC1)[NH+]1CC(=O)[NH+]2CCc3ccccc3C2C1,1.0,1,0.8662792810459553,0.5346172434721845,Mordred,0.856332538025555
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C(C1CCCCC1)[NH+]1CC(=O)[NH+]2CCc3ccccc3C2C1,1.0,1,0.6988632667895536,0.4047789187234859,Cell Painting,0.7470379135726954
cardiotox_with_sider_inactives,Cardiotox (with SIDER inactives),O=C(C1CCCCC1)[NH+]1CC(=O)[NH+]2CCc3ccccc3C2C1,1.0,1,0.619191816284072,0.5531705220883274,LINCSL1000,0.5738775052446243
